artist,Nationality,citizenship,gender,styles,movement,Art500k_Movements,birth_place,death_place,birth_year,death_year,FirstYear,LastYear,wikiart_pictures_count,locations,locations_with_years,styles_extended,StylesCount,StylesYears,occupations,PaintingsExhibitedAt,PaintingsExhibitedAtCount,PaintingSchool,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,Contemporary,pictures_count
Boris Margo,"American,Ukrainian",United States of America,male,Surrealism,Surrealism,{Surrealism:21},Volochysk,Hyannis,1902.0,1995.0,1935.0,1959.0,21.0,[],[],{Surrealism:21},{Surrealism:21},Surrealism:1935-1959,"painter, sculptor",,,New York School,,,,,,No,
Brassai,"French,Hungarian,Romanian",France,male,Surrealism,Surrealism,{Surrealism:60},Brașov,Nice,1899.0,1984.0,1930.0,1957.0,60.0,[],[],{Surrealism:60},{Surrealism:60},Surrealism:1930-1957,"sculptor, painter, illustrator, writer, photographer",,,,,,,,,No,
Conroy Maddox,British,United Kingdom of Great Britain and Ireland,male,Surrealism,Surrealism,{Surrealism:54},Ledbury,London,1912.0,2005.0,1938.0,1992.0,54.0,[],[],{Surrealism:54},{Surrealism:54},Surrealism:1938-1992,"painter, writer, visual artist","London, UK","{London:3},{UK:3}",Birmingham Surrealists,,,,,,,
Dado,"French,Serbian",Yugoslavia,male,"Surrealism, Unknown",Surrealism,"{Street art:1},{Surrealism:19}",Sarajevo,Pontoise,1925.0,2010.0,1963.0,2013.0,20.0,[],[],"{Surrealism:19},{Unknown:1}",{Surrealism:19},Surrealism:1963-1997,"drawer, graphic artist, sculptor, painter, engraver","Paris, Fulton, France","{Fulton:1},{Paris:1},{France:1}",,,,,,,Yes,
Desmond Morris,British,United Kingdom,male,Surrealism,Surrealism,{Surrealism:38},Purton,,1928.0,,1946.0,1993.0,38.0,['Oxford'],[],{Surrealism:38},{Surrealism:38},Surrealism:1946-1993,"writer, zoologist, illustrator, television presenter, painter, ethnologist, primatologist, ethologist, sociobiologist",,,,,,,,,,
Domenico Gnoli,Italian,Italy,male,Surrealism,Surrealism,{Surrealism:17},Rome,New York City,1933.0,1970.0,1959.0,1969.0,17.0,"['Deià', 'Rome', 'New York City']",['New York City:1955-1970'],{Surrealism:17},"{Pop Art:6}, {Surrealism:17}","Pop Art:1967-1969,Surrealism:1959-1969","illustrator, painter, sculptor, graphic artist, scenographer, visual artist, designer, drawer",,,,,,,,,No,
Dora Maar,French,France,female,Surrealism,Surrealism,{Surrealism:14},Paris,4th arrondissement of Paris,1907.0,1997.0,1930.0,1936.0,14.0,['Paris'],[],{Surrealism:14},{Surrealism:14},Surrealism:1930-1936,"photographer, writer, poet, artist, illustrator, painter, sculptor, choreographer, model",,,,,,,,,No,
Dorothea Tanning,American,United States of America,female,Surrealism,Surrealism,{Surrealism:41},Galesburg,Manhattan,1910.0,2012.0,1940.0,1994.0,41.0,"['Paris', 'London', 'New York City']",[],{Surrealism:41},{Surrealism:41},Surrealism:1940-1994,"writer, poet, artist, illustrator, painter, sculptor, jewelry designer, scenographer, designer, novelist, printmaker, lithographer, autobiographer","London, US, UK, Paris, NY, France, New York City","{London:2},{UK:2},{New York City:1},{NY:1},{US:1},{Paris:1},{France:1}",,,,,,,,
Edward Weston,American,United States of America,male,Surrealism,Surrealism,{Surrealism:17},Highland Park,Carmel-by-the-Sea,1886.0,1958.0,1925.0,1942.0,17.0,['California'],['California:1906-1906'],{Surrealism:17},{Surrealism:17},Surrealism:1925-1942,"photographer, diarist","California, San Francisco","{San Francisco:1},{California:1}",Group f/64,,,,,,No,
Enrico Donati,"Italian,American",United States of America,male,Surrealism,Surrealism,"{Surrealism,Spatialism:24}",Pavia,Manhattan,1909.0,2008.0,1940.0,1958.0,24.0,['United States of America'],['United States of America:1934-1934'],{Surrealism:24},{Surrealism:24},Surrealism:1940-1958,"illustrator, painter, sculptor",,,,,,,,,No,
Esteban Frances,Spanish,Spain,male,Surrealism,Surrealism,{Surrealism:21},Portbou,Deià,1913.0,1976.0,1934.0,1965.0,21.0,[],[],{Surrealism:21},{Surrealism:21},Surrealism:1934-1965,painter,,,,,,,,,No,
Felix Labisse,French,France,male,Surrealism,Surrealism,{Surrealism:24},Marchiennes,Neuilly-sur-Seine,1905.0,1982.0,1929.0,1978.0,24.0,[],[],{Surrealism:24},{Surrealism:24},Surrealism:1929-1978,"screenwriter, painter, designer",,,,,,,,,No,
Fornasetti,Italian,Italy,male,Surrealism,Kitsch,"{Surrealism,Kitsch:18}",Milan,Milan,1913.0,1988.0,1939.0,1939.0,18.0,"['Milan', 'Geneva']",[],{Surrealism:18},{Surrealism:18},,designer,,,,,,,,,No,
Francisco Toledo,Mexican,Mexico,male,Surrealism,Surrealism,{Surrealism:36},Mexico City,Oaxaca de Juárez,1940.0,2019.0,1960.0,2007.0,36.0,[],[],{Surrealism:36},{Surrealism:36},Surrealism:1960-2007,"drawer, environmentalist, graphic artist, sculptor, painter",,,,,,,,,Yes,
Frederick Sommer,American,United States of America,male,Surrealism,Surrealism,{Surrealism:38},Angri,,1905.0,1999.0,,,38.0,['United States of America'],['United States of America:1923-1923'],{Surrealism:38},{Surrealism:38},,"photographer, painter","Los Angeles, US, CA, Los Angeles County Museum of Art, NY, New York City","{New York City:6},{NY:6},{US:7},{Los Angeles County Museum of Art:1},{Los Angeles:1},{CA:1}",,"allegories-and-symbols,toys-and-dolls,allegories-and-symbols,rabbits,skeletons-and-skulls,allegories-and-symbols,male-portraits,",,,,"Artists2/Frederick Sommer/The Eatable Thief 1950.jpg,Artists2/Frederick Sommer/Ondine 1950.jpg,Artists2/Frederick Sommer/Flower And Frog 1947.jpg,Artists2/Frederick Sommer/Jack Rabbit 1939.jpg,Artists2/Frederick Sommer/Prince Albert 1938.jpg,",,
Friedensreich Hundertwasser,Austrian,New Zealand,male,"Surrealism, Transautomatism",Magic Realism,"{Modern art:1},{Transautomatism:82}",Vienna,New Zealand,1928.0,2000.0,1951.0,1999.0,83.0,['Austria'],['Austria:1953-1953'],"{Surrealism:1},{Transautomatism:82}",{Transautomatism:82},Transautomatism:1951-1999,"architect, painter, sculptor, graphic artist, postage stamp designer, environmentalist, drawer, ecologist","Vienna, Austria, KunstHausWien","{KunstHausWien:11},{Vienna:12},{Austria:12}",,,,,,,,
Georges Papazoff,"French,Bulgarian",Bulgaria,male,Surrealism,Surrealism,{Surrealism:28},Yambol,Vence,1894.0,1972.0,1921.0,1970.0,28.0,['France'],['France:1924-1972'],{Surrealism:28},{Surrealism:28},Surrealism:1921-1970,"writer, painter, visual artist",,,,,,,,,No,
Gustavo Foppiani,Italian,Italy,male,Surrealism,Surrealism,{Surrealism:17},,Piacenza,1925.0,1986.0,1958.0,1984.0,17.0,[],[],{Surrealism:17},{Surrealism:17},Surrealism:1958-1984,painter,,,Piacenza School,,,,,,,
Ibrahim Salahi,Sudanese,Sudan,male,Surrealism,Surrealism,{Surrealism:10},Omdurman,,1930.0,,1961.0,2003.0,10.0,"['Khartoum', 'Oxford', 'London']",[],{Surrealism:10},"{Surrealism:10}, {Color Field Painting:1}, {Cubo-Expressionism:1}, {Neo-Expressionism:1}","Surrealism:1961-2003,Color Field Painting:2003-2003,Cubo-Expressionism:1985-1985,Neo-Expressionism:1961-1961","architectural draftsperson, painter, artist, civil servant, diplomat",,,,,,,,,Yes,
Ivan Tovar,"French,Dominican",Dominican Republic,male,Surrealism,Surrealism,{Surrealism:13},Duarte Province,,1942.0,,1966.0,1993.0,13.0,[],[],{Surrealism:13},{Surrealism:13},Surrealism:1966-1993,"painter, artistic gymnast",,,,,,,,,,
Jacek Yerka,Polish,Poland,male,Surrealism,Surrealism,{Surrealism:308},Toruń,,1952.0,,1977.0,2013.0,308.0,[],[],{Surrealism:308},{Surrealism:308},Surrealism:1977-2013,painter,,,,"roads-and-vehicles,beasts-and-dragons,streets-and-squares,houses-and-buildings,gates-and-towers,words,Toruń,roads-and-vehicles,beasts-and-dragons,communication-facilities,animals,furniture-and-decoration,rivers-and-waterfalls,boats-and-ships,cottages-and-farmhouses,islands-and-bays,Heligoland,allegories-and-symbols,markets-and-shops,food-and-beverages,pigs,streets-and-squares,houses-and-buildings,Warsaw,instruments-and-mechanisms,cats,furniture-and-decoration,clocks-and-hourglasses,bathing-and-swimming,leisure-and-sleep,night,allegories-and-symbols,books-and-letters,furniture-and-decoration,rivers-and-waterfalls,dishware-and-cutlery,swamps,instruments-and-mechanisms,fantastic-vehicles,instruments-and-mechanisms,clocks-and-hourglasses,clocks-and-hourglasses,lanterns,allegories-and-symbols,rivers-and-waterfalls,forests-and-trees,fantastic-animals,houses-and-buildings,islands-and-bays,allegories-and-symbols,winter,houses-and-buildings,castles-and-fortresses,clocks-and-hourglasses,fantastic-animals,houses-and-buildings,roads-and-vehicles,gardens-and-parks,dishware-and-cutlery,fireplaces,kitchens,angels-and-archangels,flowers-and-plants,streets-and-squares,gates-and-towers,forests-and-trees,castles-and-fortresses,mountains,fantastic-cities,winter,streets-and-squares,houses-and-buildings,stars-and-planets,roads-and-vehicles,gardens-and-parks,railway,fantastic-vehicles,fantastic-animals,clocks-and-hourglasses,frogs,clocks-and-hourglasses,frogs,fantastic-animals,mushrooms,cottages-and-farmhouses,cliffs-and-rocks,allegories-and-symbols,roads-and-vehicles,insects,fantastic-animals,conversations,folk-architecture,mushrooms,clocks-and-hourglasses,flying,fantastic-animals,flowers-and-plants,lakes-and-ponds,communication-facilities,female-nude,islands-and-bays,seashells,lonely figures,roads-and-vehicles,clocks-and-hourglasses,railway,fantastic-vehicles,roads-and-vehicles,rainbows,cottages-and-farmhouses,yards,autumn,roads-and-vehicles,allegories-and-symbols,cottages-and-farmhouses,forests-and-trees,islands-and-bays,roads-and-vehicles,waiting,furniture-and-decoration,streets-and-squares,houses-and-buildings,lanterns,allegories-and-symbols,houses-and-buildings,lanterns,allegories-and-symbols,houses-and-buildings,allegories-and-symbols,cottages-and-farmhouses,fields-and-plains,cottages-and-farmhouses,roads-and-vehicles,forests-and-trees,cottages-and-farmhouses,folk-architecture,allegories-and-symbols,seas-and-oceans,forests-and-trees,mealtimes,dishware-and-cutlery,mountains,cottages-and-farmhouses,mountains,houses-and-buildings,gates-and-towers,mountains,furniture-and-decoration,forests-and-trees,deserts-and-steppes,roads-and-vehicles,dogs,furniture-and-decoration,dishware-and-cutlery,clocks-and-hourglasses,flying,gates-and-towers,factories-and-plants,forests-and-trees,instruments-and-mechanisms,factories-and-plants,gates-and-towers,forests-and-trees,cottages-and-farmhouses,flying,furniture-and-decoration,dishware-and-cutlery,games-and-toys,forests-and-trees,furniture-and-decoration,dishware-and-cutlery,forests-and-trees,castles-and-fortresses,beasts-and-dragons,allegories-and-symbols,castles-and-fortresses,houses-and-buildings,allegories-and-symbols,fish,cottages-and-farmhouses,forests-and-trees,castles-and-fortresses,flying,streets-and-squares,sun-and-moon,twilight-and-night,factories-and-plants,fireplaces,allegories-and-symbols,furniture-and-decoration,rivers-and-waterfalls,rats,allegories-and-symbols,flying,haystacks,fantastic-vehicles,roads-and-vehicles,mountains,allegories-and-symbols,countryside,cottages-and-farmhouses,allegories-and-symbols,caves-and-volcanoes,night,studios-and-workshops,fields-and-plains,kitchens,cats,pictures-and-drafts,furniture-and-decoration,dishware-and-cutlery,kitchens,islands-and-bays,mountains,instruments-and-mechanisms,studios-and-workshops,allegories-and-symbols,flowers-and-plants,instruments-and-mechanisms,disease-and-treatment,furniture-and-decoration,bedrooms,allegories-and-symbols,instruments-and-mechanisms,fantastic-vehicles,allegories-and-symbols,instruments-and-mechanisms,deserts-and-steppes,furniture-and-decoration,bedrooms,Toruń Muzeum, Torun, Poland,streets-and-squares,roads-and-vehicles,furniture-and-decoration,",,"Kieszonkowa dżungla,Maszyny Budowlane,",,"Artists2/Jacek Yerka/Dragon S Pleasure 2011.jpg,Artists2/Jacek Yerka/T As Toru 2010.jpg,Artists2/Jacek Yerka/Sierra Telegraphic 2010.jpg,Artists2/Jacek Yerka/Room 2009.jpg,Artists2/Jacek Yerka/Lamb Of Helgoland 2009 1.jpg,Artists2/Jacek Yerka/Lamb Of Helgoland 2009.jpg,Artists2/Jacek Yerka/The Fight Between Carnival And Lent 2007.jpg,Artists2/Jacek Yerka/My Mokotowska.jpg,Artists2/Jacek Yerka/Shaver Verge 2007.jpg,Artists2/Jacek Yerka/Dream 2011.jpg,Artists2/Jacek Yerka/Ink Valley 2011.jpg,Artists2/Jacek Yerka/Swamp Tea.jpg,Artists2/Jacek Yerka/Wheelbarrows Return 2006.jpg,Artists2/Jacek Yerka/Time Tuner 2006.jpg,Artists2/Jacek Yerka/Street Of Pocket Jungle.jpg,Artists2/Jacek Yerka/Interrupted Picnic 2006.jpg,Artists2/Jacek Yerka/Turf Bay 2006.jpg,Artists2/Jacek Yerka/Winter 2005.jpg,Artists2/Jacek Yerka/Castle With A Certificate 2005.jpg,Artists2/Jacek Yerka/Learning Walk.jpg,Artists2/Jacek Yerka/Stone And Brick 2005.jpg,Artists2/Jacek Yerka/Gameboy.jpg,Artists2/Jacek Yerka/The Angels Kitchen 2005.jpg,Artists2/Jacek Yerka/Hedges 2004.jpg,Artists2/Jacek Yerka/Subconscious Tower.jpg,Artists2/Jacek Yerka/Alley 2004.jpg,Artists2/Jacek Yerka/San Andrea 2004.jpg,Artists2/Jacek Yerka/The Other Side Of The Castle 2004.jpg,Artists2/Jacek Yerka/At Cosmos Bank 2004.jpg,Artists2/Jacek Yerka/Strawberries Railway.jpg,Artists2/Jacek Yerka/Watch Offensive And Defensive.jpg,Artists2/Jacek Yerka/Timegrovel 2004.jpg,Artists2/Jacek Yerka/Spring Labyrinth 2004.jpg,Artists2/Jacek Yerka/Theophilus Snail.jpg,Artists2/Jacek Yerka/Tectonics 2004.jpg,Artists2/Jacek Yerka/Back To Home.jpg,Artists2/Jacek Yerka/Fly Alarmowka 2004.jpg,Artists2/Jacek Yerka/Two Snails 2004 1.jpg,Artists2/Jacek Yerka/Chronozaurus 2004.jpg,Artists2/Jacek Yerka/Steam Alarm Clock With A Polyphonic Whistle.jpg,Artists2/Jacek Yerka/Jacuzzi.jpg,Artists2/Jacek Yerka/Deserted Island 2003.jpg,Artists2/Jacek Yerka/Underwater Traction.jpg,Artists2/Jacek Yerka/Rainbow 2003.jpg,Artists2/Jacek Yerka/Under The Landscapes.jpg,Artists2/Jacek Yerka/Autumn Depot.jpg,Artists2/Jacek Yerka/Ecosystem 2002.jpg,Artists2/Jacek Yerka/Timebreaker.jpg,Artists2/Jacek Yerka/Wegener S Theory 2001.jpg,Artists2/Jacek Yerka/Bathyscaphe.jpg,Artists2/Jacek Yerka/Last Minute 2000 1.jpg,Artists2/Jacek Yerka/Last Minute 2000.jpg,Artists2/Jacek Yerka/Erosion 2000.jpg,Artists2/Jacek Yerka/Harvesting Amok.jpg,Artists2/Jacek Yerka/Peace Farm 1999.jpg,Artists2/Jacek Yerka/Jurassic Parking 1999.jpg,Artists2/Jacek Yerka/Polish Bonsai 1999.jpg,Artists2/Jacek Yerka/Two Worlds And Even One.jpg,Artists2/Jacek Yerka/Teatime 1998.jpg,Artists2/Jacek Yerka/Jealousy 1998.jpg,Artists2/Jacek Yerka/Spring In The Parish.jpg,Artists2/Jacek Yerka/Tsunami 1998.jpg,Artists2/Jacek Yerka/Green Room 1997.jpg,Artists2/Jacek Yerka/Desert Tram.jpg,Artists2/Jacek Yerka/Grasshopper S Dresser.jpg,Artists2/Jacek Yerka/Spiritual Hour.jpg,Artists2/Jacek Yerka/Triptych 1996.jpg,Artists2/Jacek Yerka/Triptych The Middle Part 1996.jpg,Artists2/Jacek Yerka/Triptych The Right Part 1996.jpg,Artists2/Jacek Yerka/Triptych The Left Part 1996.jpg,Artists2/Jacek Yerka/Polish Bonsai 1996.jpg,Artists2/Jacek Yerka/Strawberry Tree 2.jpg,Artists2/Jacek Yerka/Strawberry Tree 1.jpg,Artists2/Jacek Yerka/Dragon Pleasure.jpg,Artists2/Jacek Yerka/Life On Stump 1994.jpg,Artists2/Jacek Yerka/There Is Peace In The Block.jpg,Artists2/Jacek Yerka/Fisherman S Shack.jpg,Artists2/Jacek Yerka/Chmurolamacz.jpg,Artists2/Jacek Yerka/Please Don T Slam The Door.jpg,Artists2/Jacek Yerka/Ellison Wonderland 1993.jpg,Artists2/Jacek Yerka/Illicit Manufacturing Of Light 1993.jpg,Artists2/Jacek Yerka/Room 1993.jpg,Artists2/Jacek Yerka/Express Delivery.jpg,Artists2/Jacek Yerka/Ventimiglia 1992.jpg,Artists2/Jacek Yerka/Amok Harvest.jpg,Artists2/Jacek Yerka/The Snow Is Not Permitted 1991.jpg,Artists2/Jacek Yerka/Eruption.jpg,Artists2/Jacek Yerka/Afternoon With The Bros Grimm 1990.jpg,Artists2/Jacek Yerka/Indian Summer.jpg,Artists2/Jacek Yerka/Between Heaven And Hell 1989.jpg,Artists2/Jacek Yerka/Ammonite 1989.jpg,Artists2/Jacek Yerka/To Each His Own.jpg,Artists2/Jacek Yerka/Back To Nature.jpg,Artists2/Jacek Yerka/Fever.jpg,Artists2/Jacek Yerka/Internal Inspection.jpg,Artists2/Jacek Yerka/Shed Of Rebellion.jpg,Artists2/Jacek Yerka/Base.jpg,Artists2/Jacek Yerka/Dead End.jpg,Artists2/Jacek Yerka/The Silence.jpg,",Yes,
Jacques Le Marechal,French,France,male,Surrealism,Surrealism,{Surrealism:11},Moustoir-Ac,Pluvigner,1878.0,1945.0,,,11.0,[],[],{Surrealism:11},{Surrealism:11},,"poet, Catholic priest, painter, graphic artist, printmaker",,,,,,,,,,
Jean Benoit,"French,Canadian",France,male,Surrealism,Surrealism,{Surrealism:18},Quebec City,Laval,1922.0,,1950.0,1965.0,18.0,"['Paris', 'Saumur']",['Paris:1947-1947'],{Surrealism:18},{Surrealism:18},Surrealism:1950-1965,"theologian, professor, Catholic priest, Renaissance humanist, artist, painter, sculptor, physician, university teacher, hellenist",,,,,,,,,No,
Jorge Camacho,"French,Cuban",Spain,male,Surrealism,Surrealism,{Surrealism:10},Zafra,,1966.0,,1954.0,2006.0,10.0,['Madrid'],[],{Surrealism:10},{Surrealism:10},Surrealism:1954-2006,"writer, professor, translator, Esperantist, esperantologist",,,,,,,,,Yes,
Jorge Castillo,Spanish,Venezuela,male,Surrealism,Surrealism,"{Surrealism,Art Informel:9}",Pontevedra,,1933.0,,1957.0,2010.0,9.0,[],[],{Surrealism:9},{Surrealism:9},Surrealism:1957-2010,"sculptor, painter, architect, chef, researcher, rower, actor, rugby union player",,,,,,,,,Yes,
Jose Manuel Capuletti,Spanish,Spain,male,Surrealism,Magic Realism,{Magic Realism:15},Valladolid,,1925.0,1978.0,1946.0,1958.0,15.0,[],[],{Surrealism:15},{Surrealism:15},Surrealism:1946-1958,painter,,,,,,,,,No,
Joseph Cornell,American,United States of America,male,Surrealism,Surrealism,{Surrealism:28},Nyack,New York City,1903.0,1972.0,1935.0,1960.0,28.0,[],[],{Surrealism:28},{Surrealism:28},Surrealism:1935-1960,"drawer, textile artist, film director, filmmaker, sculptor, painter, politician, sailor",,,,,,,,,No,
Kansuke Yamamoto,Japanese,Japan,male,Surrealism,Surrealism,{Surrealism:37},Nagoya,Nagoya,1914.0,1987.0,1930.0,1956.0,37.0,[],[],{Surrealism:37},{Surrealism:37},Surrealism:1930-1956,"poet, photographer",,,,,,,,,No,
Kay Sage,American,United States of America,female,Surrealism,Surrealism,{Surrealism:19},Watervliet,Woodbury,1898.0,1963.0,1939.0,1958.0,20.0,"['Paris', 'Woodbury', 'Rome', 'New York City']",[],{Surrealism:20},{Surrealism:19},Surrealism:1939-1958,"poet, artist, illustrator, painter, autobiographer, diarist",,,,,,,,,No,
Kit Williams,British,United Kingdom,male,Surrealism,Surrealism,{Surrealism:29},Kent,,1946.0,,,,29.0,[],[],{Surrealism:29},{Surrealism:29},,"illustrator, artist",,,,"birds,swallows,lonely figures,animals,cows,horsemen,angels-and-archangels,furniture-and-decoration,leisure-and-sleep,games-and-sport,animals,allegories-and-symbols,horsemen,flying,flowers-and-plants,fields-and-plains,female-nude,rivers-and-waterfalls,countryside,washing-and-laundry,characters-and-emotions,female-nude,male-nude,flying,flowers-and-plants,mealtimes,musical-instruments,animals,games-and-sport,pictures-and-drafts,food-and-beverages,characters-and-emotions,animals,allegories-and-symbols,pigs,female-portraits,birds,bathing-and-swimming,female-nude,couples,male-nude,tigers,birds,ducks,animals,flowers-and-plants,children,Flora,leisure-and-sleep,birds,characters-and-emotions,crows,flowers-and-plants,characters-and-emotions,birds,roads-and-vehicles,female-nude,animals,flowers-and-plants,hares,butterflies,birds,children,flowers-and-plants,birds,furniture-and-decoration,crows,characters-and-emotions,hares,flying,",,,,"Artists2/Kit Williams/Watching The Swallows Go 1979.jpg,Artists2/Kit Williams/Triptych 1979.jpg,Artists2/Kit Williams/The Princess And The Pea 1979.jpg,Artists2/Kit Williams/Swing 1979.jpg,Artists2/Kit Williams/Song Of Summer 1979.jpg,Artists2/Kit Williams/Salamander 1979.jpg,Artists2/Kit Williams/Riverbank 1979.jpg,Artists2/Kit Williams/Reflection 1979.jpg,Artists2/Kit Williams/Patterned Plate 1979.jpg,Artists2/Kit Williams/Patience And The Passing Of Time 1979.jpg,Artists2/Kit Williams/Orrery 1979.jpg,Artists2/Kit Williams/Once And Future King 1979.jpg,Artists2/Kit Williams/No Ball 1979.jpg,Artists2/Kit Williams/Musca Domestica 1979.jpg,Artists2/Kit Williams/Mistle Toe Oak 1979.jpg,Artists2/Kit Williams/Life Boat Girl 1979.jpg,Artists2/Kit Williams/Juliet 1979.jpg,Artists2/Kit Williams/In The Garden 1979.jpg,Artists2/Kit Williams/Impudent Encounter 1979.jpg,Artists2/Kit Williams/Hedgehog 1979.jpg,Artists2/Kit Williams/Flora 1979.jpg,Artists2/Kit Williams/Firmament 1979.jpg,Artists2/Kit Williams/Eucharist 1979.jpg,Artists2/Kit Williams/Distress Call 1979.jpg,Artists2/Kit Williams/Brown Hairstreak 1979.jpg,Artists2/Kit Williams/Birdcage 1979.jpg,Artists2/Kit Williams/Badger 1979.jpg,Artists2/Kit Williams/Annunciation 1979.jpg,Artists2/Kit Williams/Advancing Ripe Harvest 1979.jpg,",,
Leonora Carrington,"British,Mexican",Mexico,female,"Surrealism, Unknown",Surrealism,{Surrealism:29},Clayton-le-Woods,Mexico City,1917.0,2011.0,1938.0,1987.0,33.0,"['Paris', ""Saint-Martin-d'Ardèche"", 'New York City', 'Mexico City', 'London']",[],"{Surrealism:32},{Unknown:1}",{Surrealism:30},Surrealism:1938-1987,"artist, painter, sculptor, scenographer, novelist, drawer",,,La Ruptura (Breakaway movement),,,,,,,
Luigi Serafini,Italian,Kingdom of Italy,male,Surrealism,Surrealism,{Surrealism:12},Magliano Sabina,Rome,1808.0,1894.0,1981.0,1981.0,12.0,[],[],{Surrealism:12},{Surrealism:12},Surrealism:1981-1981,"Catholic deacon, Catholic bishop, Catholic priest, illustrator, architect, writer, basketball player","Italy, Rome","{Italy:20},{Rome:4}",,,,,,,,
Marcel Marien,Belgian,Belgium,male,Surrealism,Surrealism,{Surrealism:17},Antwerp,Brussels metropolitan area,1920.0,1993.0,1937.0,1991.0,17.0,['City of Brussels'],['City of Brussels:1985-1985'],{Surrealism:17},"{Pop Art:4}, {Surrealism:17}, {Cartographic Art:1}","Pop Art:1968-1991,Surrealism:1937-1991,Cartographic Art:1940-1940","photographer, writer, poet, playwright, painter, editor, film director, printmaker, collagist",,,,,,,,,,
Marcelino Vespeira,Portuguese,Portugal,male,Surrealism,Social Realism,"{Social Realism,Surrealism:12}",Samouco,Lisbon,1925.0,2002.0,1945.0,1988.0,12.0,[],[],{Surrealism:12},"{Surrealism:12}, {Social Realism:1}","Surrealism:1945-1988,Social Realism:1945-1945",painter,,,,,,,,,,
Mark Tansey,American,United States of America,male,"Surrealism, Unknown",Contemporary,{Contemporary:14},San Jose,,1949.0,,1981.0,1987.0,16.0,"['Los Angeles', 'New York City']",[],"{Surrealism:14},{Unknown:2}","{Contemporary Realism:14}, {Surrealism:14}","Contemporary Realism:1981-1987,Surrealism:1981-1987",painter,,,,,,,,,,
Max Walter Svanberg,Swedish,Sweden,male,Surrealism,Surrealism,{Surrealism:12},Malmö,Limhamn,1912.0,1994.0,1952.0,1977.0,12.0,[],[],{Surrealism:12},{Surrealism:12},Surrealism:1952-1977,"designer, painter, illustrator, artist",,,COBRA,,,,,,No,
Meret Oppenheim,"German,Swiss",Switzerland,female,Surrealism,Surrealism,{Surrealism:17},Berlin,Basel,1913.0,1985.0,1933.0,1985.0,18.0,"['Steinen', 'Basel', 'Thun', 'Bern', 'Paris']",[],{Surrealism:18},{Surrealism:17},Surrealism:1933-1985,"sculptor, painter, lyricist, illustrator, artist, photographer, drawer, model, visual artist, jewelry designer",,,,,,,,,,
